name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,GenderGuesser
James Hongyi Zeng,2023,Program,Facebook,James Hongyi Zeng,Facebook,North America,,Male,male
John Heidemann,2023,Program,University of Southern California,John Heidemann,University of Southern California,North America,,Male,male
Junchen Jiang,2023,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,unknown
Justine Sherry,2023,Program,Carnegie Mellon University,Justine Sherry,Carnegie Mellon University,North America,Male,Male,female
K. K. Ramakrishnan,2023,Program,"University of California, Riverside",K. K. Ramakrishnan,"University of California, Riverside",North America,Male,Male,unknown
Kai Chen,2023,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,male
Kate Lin,2023,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,Asia,,Female,female
Katerina Argyraki,2023,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,female
Keon Jang,2023,Program,Rubrik and MPI-SWS,Keon Jang,Rubrik and MPI-SWS,Europe,Male,Male,andy
Lydia Y. Chen,2023,Program,TU Delft,Lydia Y. Chen,TU Delft,Europe,,,female
Maria Gorlatova,2023,Program,Duke University,Maria Gorlatova,Duke University,North America,,,female
Michael Schapira,2023,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,male
Minlan Yu,2023,Program,Harvard University,Minlan Yu,Harvard University,North America,Female,Female,unknown
Neeraja J. Yadwadkar,2023,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,North America,Female,Female,unknown
Noa Zilberman,2023,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,female
Omid Abari,2023,Program,UCLA,Omid Abari,UCLA,North America,Male,Male,mostly_male
Paolo Costa,2023,Program,Microsoft Research,Paolo Costa,Microsoft Research,Europe,Male,Male,male
Peter Steenkiste,2023,Program,CMU,Peter Steenkiste,CMU,North America,Male,Male,male
Rajesh Balan,2023,Program,Singapore Management University,Rajesh Balan,Singapore Management University,Asia,Male,Male,male
Ranveer Chandra,2023,Program,Microsoft,Ranveer Chandra,Microsoft,North America,Male,Male,unknown
Sanjay Rao,2023,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,male
Shuai Mu,2023,Program,Stony Brook University,Shuai Mu,Stony Brook University,North America,Male,Male,unknown
Suman Banerjee,2023,Program,University of Wisconsin -- Madison,Suman Banerjee,University of Wisconsin -- Madison,North America,Male,Male,mostly_female
Sung-Ju Lee,2023,Program,KAIST,Sung-Ju Lee,KAIST,Asia,,,female
T. S. Eugene Ng,2023,Program,Rice University,T. S. Eugene Ng,Rice University,North America,Male,Male,unknown
Tam Vu,2023,Program,"University of Colorado, Boulder",Tam Vu,"University of Colorado, Boulder",North America,,,male
Timothy G. Griffin,2023,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,Europe,Male,Male,male
Wen Hu,2023,Program,UNSW,Wen Hu,UNSW,Australia,Male,Male,andy
Xiaowei Yang,2023,Program,Duke and Google,Xiaowei Yang,Duke and Google,North America,Female,Female,unknown
Y. Charlie Hu,2023,Program,Purdue University,Y. Charlie Hu,Purdue University,North America,Male,Male,unknown
Yashar Ganjali,2023,Program,"University of Toronto, Huawei Canada",Yashar Ganjali,"University of Toronto, Huawei Canada",North America,Male,Male,male
Yibo Zhu,2023,Program,Google Inc.,Yibo Zhu,Google Inc.,Asia,Male,Male,unknown
Ying Zhang,2023,Program,Facebook,Ying Zhang,Facebook,North America,Female,Female,andy
Yingying Chen,2023,Program,Rutgers University,Yingying Chen,Rutgers University,North America,Female,Female,unknown
Yiting Xia,2023,Program,Max Planck Institute for Informatics,Yiting Xia,Max Planck Institute for Informatics,Europe,Female,Female,unknown
Yiying Zhang,2023,Program,"University of California, San Diego",Yiying Zhang,"University of California, San Diego",North America,Female,Female,unknown
Yu Hua,2023,Program,Huazhong University of Science and Technology,Yu Hua,Huazhong University of Science and Technology,Asia,Male,Male,andy
Yunxin Liu,2023,Program,"Institute for AI Industry Research (AIR), Tsinghua University",Yunxin Liu,"Institute for AI Industry Research (AIR), Tsinghua University",Asia,Male,Male,unknown
Zhizhen Zhong,2023,Program,Massachusetts Institute of Technology,Zhizhen Zhong,Massachusetts Institute of Technology,North America,Male,Male,unknown
